episode_index,frame_index,timestamp,task_index,state.L_shoulder_pitch_joint.pos,state.L_shoulder_roll_joint.pos,state.L_shoulder_yaw_joint.pos,state.L_elbow_roll_joint.pos,state.L_elbow_yaw_joint.pos,state.L_wrist_pitch_joint.pos,state.L_wrist_roll_joint.pos,state.R_shoulder_pitch_joint.pos,state.R_shoulder_roll_joint.pos,state.R_shoulder_yaw_joint.pos,state.R_elbow_roll_joint.pos,state.R_elbow_yaw_joint.pos,state.R_wrist_pitch_joint.pos,state.R_wrist_roll_joint.pos,state.L_finger1_joint.pos,state.L_finger2_joint.pos,state.R_finger1_joint.pos,state.R_finger2_joint.pos,state.left_gripper_control,state.right_gripper_control,state.obj0_x,state.obj0_y,state.obj0_z,state.obj0_qx,state.obj0_qy,state.obj0_qz,state.obj0_qw,state.obj1_x,state.obj1_y,state.obj1_z,state.obj1_qx,state.obj1_qy,state.obj1_qz,state.obj1_qw,state.obj2_x,state.obj2_y,state.obj2_z,state.obj2_qx,state.obj2_qy,state.obj2_qz,state.obj2_qw,state.obj3_x,state.obj3_y,state.obj3_z,state.obj3_qx,state.obj3_qy,state.obj3_qz,state.obj3_qw,action.L_shoulder_pitch_joint.pos,action.L_shoulder_roll_joint.pos,action.L_shoulder_yaw_joint.pos,action.L_elbow_roll_joint.pos,action.L_elbow_yaw_joint.pos,action.L_wrist_pitch_joint.pos,action.L_wrist_roll_joint.pos,action.R_shoulder_pitch_joint.pos,action.R_shoulder_roll_joint.pos,action.R_shoulder_yaw_joint.pos,action.R_elbow_roll_joint.pos,action.R_elbow_yaw_joint.pos,action.R_wrist_pitch_joint.pos,action.R_wrist_roll_joint.pos,action.L_finger1_joint.pos,action.L_finger2_joint.pos,action.R_finger1_joint.pos,action.R_finger2_joint.pos,action.left_gripper_control,action.right_gripper_control
0,0,0.0,0,0.09286389,-0.5932254,-1.5959443,-1.8962334,1.400215,-0.00047707983,0.09989825,-0.09299155,-0.59308994,1.5959013,-1.8962026,-1.3999804,0.0006566918,0.10003487,-0.0006116719,0.0006127121,0.0010280366,-0.0011222322,-1.0,-1.0,0.7996553,0.1714341,1.0113456,0.63480186,-0.31149104,0.31227782,-0.63441503,0.7099191,0.29775468,1.0113456,0.648864,-0.2810275,0.2818315,-0.64851373,0.5973078,0.25364572,1.0126685,0.695927,0.10320651,0.5843062,-0.4045001,0.766625,0.3023154,1.0126686,0.66033125,0.24275453,0.4896963,-0.51500523,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.093058154,-0.59330136,1.5958723,-1.8962868,-1.4001234,0.00048153554,0.09986782,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,1,0.033333335,0,0.0929842,-0.59323674,-1.5958943,-1.8962535,1.4001721,-0.00047453155,0.099901326,-0.10540335,-0.5908277,1.5844821,-1.8886689,-1.3780609,0.01110296,0.124999225,-0.00040760453,0.0004080631,-0.0015749312,0.0016305819,-1.0,-1.0,0.7996553,0.1714341,1.0113456,0.6348015,-0.31149104,0.31227806,-0.6344153,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.2536458,1.0126685,0.69592714,0.103206374,0.58430606,-0.40450004,0.7666249,0.30231535,1.0126686,0.6603312,0.24275471,0.48969626,-0.5150053,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.10573584,-0.590856,1.5843406,-1.888683,-1.3777328,0.01122448,0.12532029,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,2,0.06666667,0,0.092994,-0.5932397,-1.5958955,-1.8962564,1.4001694,-0.00047474267,0.099894606,-0.118084036,-0.5883852,1.5729558,-1.8810655,-1.3556913,0.021844136,0.15043603,-0.0003519198,0.00035053238,-0.0009872462,0.0010205319,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973078,0.25364572,1.0126685,0.69592685,0.103207186,0.58430666,-0.40449947,0.766625,0.30231547,1.0126686,0.66033167,0.24275373,0.48969558,-0.5150058,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.11841352,-0.5884107,1.5728089,-1.881079,-1.3553421,0.021967426,0.15077277,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,3,0.1,0,0.09299426,-0.59323937,-1.5958941,-1.8962562,1.4001696,-0.00047493726,0.099896915,-0.13075761,-0.58593994,1.5614184,-1.8734621,-1.3333145,0.03258663,0.17590082,-0.00041505357,0.00041517627,-0.00094118924,0.00096155546,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.25364572,1.0126685,0.6959271,0.10320622,0.58430606,-0.40450022,0.766625,0.30231538,1.0126686,0.6603313,0.24275438,0.4896963,-0.51500523,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.1310912,-0.58596534,1.5612773,-1.8734751,-1.3329515,0.03271037,0.17622523,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,4,0.13333334,0,0.092993736,-0.59323967,-1.5958946,-1.8962566,1.4001698,-0.00047508074,0.09989653,-0.14343654,-0.5834957,1.5498883,-1.8658578,-1.3109417,0.043329697,0.20134763,-0.00038848235,0.0003881947,-0.0010652323,0.0010972659,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.2536457,1.0126685,0.69592696,0.10320688,0.58430636,-0.40449986,0.7666249,0.3023154,1.0126686,0.6603308,0.24275553,0.4896969,-0.5150049,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.14376889,-0.58352005,1.5497456,-1.8658711,-1.310561,0.043453317,0.20167771,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,5,0.16666667,0,0.09299398,-0.59323984,-1.5958952,-1.8962563,1.4001694,-0.00047533237,0.099896334,-0.15611412,-0.5810514,1.5383555,-1.8582543,-1.2885667,0.054072812,0.22680065,-0.0003952943,0.000394994,-0.0010159574,0.0010431834,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973078,0.25364566,1.0126685,0.69592667,0.10320766,0.58430696,-0.4044993,0.766625,0.30231544,1.0126686,0.6603312,0.24275473,0.4896959,-0.5150056,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.15644658,-0.5810747,1.5382138,-1.8582672,-1.2881703,0.05419626,0.22713017,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,6,0.2,0,0.09299392,-0.5932398,-1.5958955,-1.8962569,1.4001695,-0.0004755362,0.09989643,-0.16879183,-0.57860684,1.5268227,-1.8506507,-1.2661917,0.064815976,0.252253,-0.00039569358,0.00039560764,-0.00103671,0.001064494,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973078,0.25364572,1.0126685,0.695927,0.10320652,0.5843062,-0.4045001,0.766625,0.3023154,1.0126686,0.6603311,0.24275498,0.48969603,-0.5150055,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.16912426,-0.5786294,1.5266821,-1.8506633,-1.2657797,0.06493921,0.25258264,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,7,0.23333333,0,0.09299393,-0.5932397,-1.5958959,-1.8962569,1.4001696,-0.00047573788,0.09989629,-0.18146959,-0.5761622,1.5152907,-1.8430469,-1.2438167,0.07555918,0.2777047,-0.0003942453,0.00039393647,-0.0010432327,0.0010712708,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730774,0.25364578,1.0126685,0.69592714,0.10320624,0.584306,-0.40450013,0.7666249,0.30231547,1.0126686,0.66033113,0.24275476,0.48969612,-0.51500547,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.18180194,-0.57618403,1.5151504,-1.8430593,-1.2433891,0.075682156,0.27803513,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,8,0.26666668,0,0.092993565,-0.59323984,-1.5958959,-1.8962578,1.40017,-0.00047590022,0.09989632,-0.19414741,-0.5737178,1.5037578,-1.8354431,-1.2214409,0.08630236,0.3031569,-0.00039615374,0.0003958458,-0.0010468172,0.0010744471,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973078,0.2536456,1.0126685,0.69592667,0.103207335,0.5843067,-0.4044996,0.7666249,0.30231535,1.0126686,0.66033137,0.24275437,0.48969626,-0.51500523,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.19447963,-0.5737387,1.5036187,-1.8354554,-1.2209985,0.086425096,0.3034876,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,9,0.3,0,0.0929937,-0.5932403,-1.5958964,-1.8962576,1.4001694,-0.00047613273,0.09989629,-0.20682515,-0.57127345,1.4922256,-1.8278403,-1.1990656,0.09704564,0.3286089,-0.00039555575,0.00039532376,-0.0010532327,0.001080844,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.25364575,1.0126685,0.695927,0.103206344,0.5843062,-0.4045001,0.76662505,0.30231538,1.0126686,0.66033167,0.24275379,0.48969558,-0.51500577,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.20715731,-0.57129335,1.4920871,-1.8278515,-1.1986079,0.09716804,0.32894006,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
